ID,SMILES,mib_vol,LogP_Jchem,pKa_uncap,Type
5987,[C@H](C)(O)[C@H](O)[C@H](N)C(=O)O,134.005,-4.100486817,2.0669545,Computational
6007,[C@H](CO)(O)C[C@H](N)C(=O)O,134.219,-4.457801293,2.084262551,Computational
6011,C(O)[C@](C)(O)[C@H](N)C(=O)O,133.655,-4.236831781,2.068124311,Computational
6029,C(OC)[C@H](O)[C@@H](N)C(=O)O,134.946,-3.874899466,2.067118324,Computational
6037,C(O)[C@H](OC)[C@@H](N)C(=O)O,134.946,-3.873447565,2.066974754,Computational
6043,C(CO)OC[C@@H](N)C(=O)O,135.16,-3.934406802,2.066419797,Computational
6047,C(OC)OC[C@@H](N)C(=O)O,135.887,-3.18117036,2.066386647,Computational
6053,COC(OC)[C@@H](N)C(=O)O,135.672,-2.961530895,2.044336558,Computational
6067,C(=C\[C@@H](O)[C@H](N)C(=O)O)\O,128.033,-3.688158716,1.976402032,Computational
6073,C(=C(\O)/[C@H](N)C(=O)O)/CO,128.007,-4.029963394,1.922258245,Computational
6079,C(=C(\CO)/[C@H](N)C(=O)O)\O,128.007,-4.0959604,1.933720364,Computational
6089,C(=C\[C@H](N)C(=O)O)(/CO)\O,128.007,-4.032112663,1.929417673,Computational
6091,C(=O)[C@@H](O)C[C@@H](N)C(=O)O,128.383,-4.296244298,1.87906024,Computational
6101,C(=O)C[C@H](O)[C@@H](N)C(=O)O,128.383,-4.271075521,1.863179727,Computational
6113,C(=O)[C@H](CO)[C@@H](N)C(=O)O,128.383,-4.378693768,1.874420214,Computational
6121,C(=O)(CO)C[C@H](N)C(=O)O,128.357,-3.969908508,1.871935486,Computational
6131,C(=O)(C)[C@@H](O)[C@@H](N)C(=O)O,128.142,-3.867166292,1.854719722,Computational
6133,C(=O)(O)[C@H](C)[C@H](N)C(=O)O,128.142,-2.96785113,1.874017564,Computational
6143,C(=O)[C@](C)(O)[C@@H](N)C(=O)O,127.818,-3.922954482,1.85607731,Computational
6151,C(CC(=O)[C@H](N)C(=O)O)O,128.357,-3.621585248,1.793245397,Computational
6163,[C@H](C)(O)C(=O)[C@H](N)C(=O)O,128.142,-3.280890869,1.791702449,Computational
6173,C(=O)COC[C@@H](N)C(=O)O,129.324,-3.925181552,1.861396377,Computational
6197,C(=O)[C@H](OC)[C@H](N)C(=O)O,129.109,-3.711836706,1.854737836,Computational
6199,C(=O)(C)OC[C@@H](N)C(=O)O,129.083,-3.44614608,1.861084583,Computational
6203,C(=O)(OC)C[C@@H](N)C(=O)O,129.083,-3.336195757,1.870612063,Computational
6211,C(OC)C(=O)[C@H](N)C(=O)O,129.083,-3.234055917,1.792036919,Computational
6217,C1COC(O1)[C@@H](N)C(=O)O,125.311,-3.13513125,1.805283958,Computational
6221,C1OC[C@@H](O1)[C@@H](N)C(=O)O,125.311,-3.293283354,1.827671306,Computational
6229,C1=CO[C@H](O1)[C@@H](N)C(=O)O,119.125,-3.061446935,1.719257419,Computational
6247,C1=C(OCO1)[C@H](N)C(=O)O,119.099,-3.562004267,1.68111885,Computational
6257,C(=O)(/C=C/[C@@H](N)C(=O)O)O,122.171,-3.088329691,1.722586883,Computational
6263,C(=C\C(=O)[C@@H](N)C(=O)O)\O,122.171,-2.877407893,1.700573383,Computational
6269,C(=O)(O)C(=C)[C@@H](N)C(=O)O,122.485,-3.120762898,1.717263791,Computational
6271,C(=O)C(C=O)[C@@H](N)C(=O)O,122.547,-4.064899393,1.663140071,Computational
6277,C(=O)(C=O)C[C@H](N)C(=O)O,122.521,-3.063141159,1.667569635,Computational
6287,C(=O)CC(=O)[C@@H](N)C(=O)O,122.521,-3.315904038,1.58893571,Computational
6299,C(=O)(C)C(=O)[C@@H](N)C(=O)O,122.28,-2.743953698,1.57994358,Computational
6301,C(O)[C@H](O)[C@H](N)C(=O)O,117.418,-4.517531651,1.923263985,Computational
6311,C(=C(\O)/[C@H](N)C(=O)O)/O,111.205,-3.731812594,1.765742748,Computational
6317,C(=O)[C@@H](O)[C@H](N)C(=O)O,111.582,-4.355950482,1.687075913,Computational
6323,C(O)C(=O)[C@H](N)C(=O)O,111.556,-3.867002566,1.624174514,Computational
6329,C(=O)C(=O)[C@H](N)C(=O)O,105.72,-2.96257081,1.388809631,Computational
6337,C(C)[C@@H](O)[C@H](N)C(=O)O,125.961,-2.948043298,2.338019689,Computational
6343,C(O)[C@@H](C)[C@H](N)C(=O)O,125.961,-3.348258676,2.357509223,Computational
6353,C(CC[C@@H](N)C(=O)O)O,126.176,-3.3102087,2.35526344,Computational
6359,CC(C)(O)[C@@H](N)C(=O)O,125.396,-3.190199275,2.339182774,Computational
6361,[C@@H](C)(O)C[C@@H](N)C(=O)O,125.961,-3.410861094,2.353905288,Computational
6367,C(C)OC[C@H](N)C(=O)O,126.902,-2.886632427,2.336025682,Computational
6373,C(OC)C[C@H](N)C(=O)O,126.902,-3.184761929,2.35405963,Computational
6379,CO[C@H](C)[C@@H](N)C(=O)O,126.687,-2.827144278,2.338031725,Computational
6389,C(=C)[C@H](O)[C@@H](N)C(=O)O,120.329,-3.096314843,2.236841207,Computational
6397,C(=C\[C@@H](N)C(=O)O)/CO,119.989,-3.358977844,2.191159095,Computational
6421,C=C(CO)[C@@H](N)C(=O)O,120.303,-3.502235845,2.194179107,Computational
6427,C(=C\[C@@H](N)C(=O)O)/OC,120.715,-2.943488507,2.190015727,Computational
6449,C(=O)CC[C@H](N)C(=O)O,120.34,-3.352672466,2.121741403,Computational
6451,C(=O)[C@@H](C)[C@H](N)C(=O)O,120.125,-3.098292918,2.11710562,Computational
6469,C(=O)(C)C[C@@H](N)C(=O)O,120.099,-3.152941643,2.113248312,Computational
6473,C(C)C(=O)[C@@H](N)C(=O)O,120.099,-2.346834697,2.034592066,Computational
6481,C(=C)C(=O)[C@H](N)C(=O)O,114.467,-2.294168485,1.932577632,Computational
6491,C(=O)C(=C)[C@H](N)C(=O)O,114.467,-3.188519407,1.955427887,Computational
6521,C(=O)/C=C/[C@H](N)C(=O)O,114.153,-3.197772827,1.95714712,Computational
6529,COC[C@@H](N)C(=O)O,110.1,-3.244026805,2.205292422,Computational
6547,C(O)C[C@@H](N)C(=O)O,109.374,-3.827732512,2.22331965,Computational
6551,C(=O)C[C@H](N)C(=O)O,103.538,-3.641399029,1.950886233,Computational
6553,CC(=O)[C@H](N)C(=O)O,103.297,-3.060275817,1.872311357,Computational
6563,O=C[C@@H](N)C(=O)O,86.736,-3.555665693,1.657152131,Computational
6569,C(C)[C@@H](S)[C@H](N)C(=O)O,135.603,-1.8784884,2.560377144,Computational
6571,C([C@@H](C)[C@@H](N)C(=O)O)S,135.603,-2.097110663,2.557340812,Computational
6577,C(CS)C[C@H](N)C(=O)O,135.818,-2.058997436,2.554874148,Computational
6581,CC(C)(S)[C@H](N)C(=O)O,135.039,-2.146518266,2.555552931,Computational
6599,[C@@H](C)(C[C@H](N)C(=O)O)S,135.603,-2.263533342,2.549134051,Computational
6607,C(C)SC[C@H](N)C(=O)O,136.046,-2.151392546,2.538969068,Computational
6619,C[C@@H](SC)[C@H](N)C(=O)O,135.831,-2.013926634,2.539004841,Computational
6637,C(=C)[C@@H](S)[C@@H](N)C(=O)O,129.972,-2.026789613,2.451247691,Computational
6653,C(=C\[C@H](N)C(=O)O)\CS,129.631,-2.108144797,2.382257881,Computational
6659,C=C(CS)[C@@H](N)C(=O)O,129.946,-2.251566359,2.385496699,Computational
6661,C(=C(\S)/[C@@H](N)C(=O)O)/C,129.391,-2.232752545,2.334620342,Computational
6673,C(=S)(C)C[C@@H](N)C(=O)O,128.977,-2.26261014,2.700851075,Computational
6679,C(C)C(=S)[C@@H](N)C(=O)O,128.977,-1.491195323,2.654794054,Computational
6689,C(=C)C(=S)[C@H](N)C(=O)O,123.345,-1.435943916,2.556402249,Computational
6691,CSC[C@H](N)C(=O)O,119.244,-2.404744262,2.444929507,Computational
6701,C[C@@H](S)[C@H](N)C(=O)O,118.802,-2.401286724,2.464146634,Computational
6703,C(C[C@@H](N)C(=O)O)S,119.017,-2.576467382,2.458553724,Computational
6709,CC(=S)[C@H](N)C(=O)O,112.175,-2.192665645,2.575620069,Computational
6719,C(=C\[C@H](N)C(=O)O)/S,112.83,-2.619990295,2.218364946,Computational
6733,C=C(S)[C@H](N)C(=O)O,113.144,-2.621122045,2.217999166,Computational
6737,C(=S)[C@@H](N)C(=O)O,95.614,-2.240403463,2.469829934,Computational
6761,C(NC)[C@H](O)[C@H](N)C(=O)O,138.363,-4.426455788,2.293861473,Computational
6763,C(O)[C@@H](NC)[C@H](N)C(=O)O,138.363,-4.398333958,1.741470486,Computational
6779,C(CO)NC[C@@H](N)C(=O)O,138.578,-4.441549297,1.737644521,Computational
6781,C(C[C@@H](O)[C@@H](N)C(=O)O)N,137.49,-4.8573003,2.336306585,Computational
6791,C(C[C@@H](N)[C@@H](N)C(=O)O)O,137.49,-4.58932684,2.001274728,Computational
6793,C(N)[C@@H](CO)[C@H](N)C(=O)O,137.49,-4.736364764,2.325731082,Computational
6803,[C@@H](C)(O)[C@@H](N)[C@@H](N)C(=O)O,137.275,-4.237732556,2.00047445,Computational
6823,[C@H](CO)(N)C[C@@H](N)C(=O)O,137.49,-4.673047387,2.323857086,Computational
6827,[C@H](CN)(O)C[C@H](N)C(=O)O,137.49,-4.904253623,2.352199081,Computational
6829,C(N)[C@](C)(O)[C@@H](N)C(=O)O,136.925,-4.470828695,2.306400291,Computational
6833,C(O)[C@@](C)(N)[C@H](N)C(=O)O,136.925,-4.369354079,2.003861023,Computational
6841,C(N)[C@@H](OC)[C@H](N)C(=O)O,138.216,-4.079502913,2.305160617,Computational
6857,C(OC)[C@H](N)[C@@H](N)C(=O)O,138.216,-4.019516947,2.001327237,Computational
6863,C(COC[C@@H](N)C(=O)O)N,138.431,-4.296195813,2.335478143,Computational
6869,C(=O)CNC[C@H](N)C(=O)O,132.742,-4.311301755,1.574562434,Computational
6871,C(=O)NCC[C@@H](N)C(=O)O,132.742,-4.164519182,2.146812071,Computational
6883,C(=O)[C@@H](N)C[C@@H](N)C(=O)O,131.654,-4.475149244,2.11623779,Computational
6899,C(=O)C[C@@H](N)[C@@H](N)C(=O)O,131.654,-4.406544178,1.79400732,Computational
6907,C(=O)[C@@H](CN)[C@H](N)C(=O)O,131.654,-4.608846977,2.110926024,Computational
6911,C(=O)N[C@@H](C)[C@@H](N)C(=O)O,132.527,-3.806310288,2.13619576,Computational
6917,C(=O)[C@@H](NC)[C@@H](N)C(=O)O,132.527,-4.132878919,1.527776095,Computational
6947,C(=O)(C)NC[C@H](N)C(=O)O,132.501,-4.173735892,2.13316871,Computational
6949,C(=O)(NC)C[C@H](N)C(=O)O,132.501,-4.063260593,2.137840531,Computational
6959,C(=O)(CN)C[C@H](N)C(=O)O,131.628,-4.310550798,2.137360269,Computational
6961,C(=O)(C)[C@@H](N)[C@@H](N)C(=O)O,131.413,-4.001779509,1.786483894,Computational
6967,C(=O)(N)[C@@H](C)[C@@H](N)C(=O)O,131.413,-3.744464083,2.141547249,Computational
6971,C(=O)[C@](C)(N)[C@@H](N)C(=O)O,131.089,-4.059139924,1.79010303,Computational
6977,C(=O)N(C)C[C@@H](N)C(=O)O,132.883,-3.998708325,2.133062627,Computational
6983,C(NC)C(=O)[C@@H](N)C(=O)O,132.501,-3.7971819,1.994863514,Computational
6991,C(CC(=O)[C@H](N)C(=O)O)N,131.628,-3.848511133,2.058709023,Computational
6997,C1CO[C@@H](N1)[C@H](N)C(=O)O,128.729,-3.620014406,1.447216018,Computational
7001,C1NC[C@H](O1)[C@@H](N)C(=O)O,128.729,-3.799537603,2.054071863,Computational
7013,C1N[C@@H](CO1)[C@@H](N)C(=O)O,128.729,-3.722382676,1.4750875,Computational
7019,C1=CO[C@@H](N1)[C@H](N)C(=O)O,122.542,-3.379357959,1.331060764,Computational
7027,C1=N[C@H](OC1)[C@H](N)C(=O)O,122.785,-3.532320994,1.815894,Computational
7039,C1=NC[C@@H](O1)[C@H](N)C(=O)O,122.785,-3.404993967,2.036300307,Computational
7043,C1=N[C@@H](CO1)[C@@H](N)C(=O)O,122.785,-3.402422391,2.045262387,Computational
7057,C1=NCO[C@@H]1[C@H](N)C(=O)O,122.785,-3.537687025,1.863814671,Computational
7069,C1=C(OCN1)[C@H](N)C(=O)O,122.516,-3.876717322,1.300164073,Computational
7079,C1=C(NCO1)[C@H](N)C(=O)O,122.516,-3.877126025,1.085792344,Computational
7103,C1N=C(CO1)[C@H](N)C(=O)O,122.759,-3.083219984,1.781714233,Computational
7109,C(=O)(/C=C/[C@H](N)C(=O)O)N,125.441,-3.846709002,1.994428601,Computational
7121,C(=C\[C@@H](N)C(=O)O)(\C=O)/N,125.441,-4.351072875,2.079675619,Computational
7127,C(=O)(N)C(=C)[C@@H](N)C(=O)O,125.756,-3.830536576,1.992452881,Computational
7129,C(=N)CC(=O)[C@@H](N)C(=O)O,125.836,-3.790352029,1.640142129,Computational
7151,c1ncc(o1)[C@H](N)C(=O)O,116.573,-3.602543407,1.240825714,Computational
7159,c1nc(co1)[C@H](N)C(=O)O,116.573,-3.141118548,1.197310821,Computational
7177,C(N)[C@H](O)[C@@H](N)C(=O)O,120.688,-4.738230839,2.190893009,Computational
7187,C(O)[C@@H](N)[C@@H](N)C(=O)O,120.688,-4.656639923,1.88634459,Computational
7193,C(=O)NC[C@H](N)C(=O)O,115.94,-4.223156735,1.993938669,Computational
7207,C(=O)[C@H](N)[C@H](N)C(=O)O,114.852,-4.489927235,1.647663765,Computational
7211,C(N)C(=O)[C@H](N)C(=O)O,114.826,-4.10369276,1.882128823,Computational
7213,C(=N)C(=O)[C@@H](N)C(=O)O,109.034,-2.995639025,1.286000351,Computational
7219,c1(ccc(cc1)[C@@H](N)C(=O)O)C,155.722,-0.957346549,2.361493998,Computational
7229,c1(cccc(c1)[C@@H](N)C(=O)O)C,155.722,-0.957349341,2.362084109,Computational
7237,c1(ccccc1[C@H](N)C(=O)O)C,155.722,-0.957118712,2.368666445,Computational
7243,c1ccc(cc1)[C@@H](N)C(=O)O,139.161,-1.471305015,2.228829952,Computational
7247,c1(c(cccc1)N[C@H](C)[C@H](N)C(=O)O)C,201.513,-0.991894538,2.05847819,Computational
7253,c1(c(cccc1)[C@H](NC)[C@@H](N)C(=O)O)C,201.513,-1.435603357,1.971567554,Computational
7283,c1(c(cccc1)[C@@H](C)[C@H](N)C(=O)O)NC,201.513,-1.349595395,1.774620535,Computational
7297,c1(cc(ccc1)N[C@@H](C)[C@@H](N)C(=O)O)C,201.513,-0.992820092,1.73413324,Computational
7307,c1(cc(ccc1)[C@@H](NC)[C@H](N)C(=O)O)C,201.513,-1.432723876,1.965480675,Computational
7309,c1(ccc(cc1)N[C@H](C)[C@@H](N)C(=O)O)C,201.513,-0.992464669,2.20591074,Computational
7321,c1(ccc(cc1)[C@H](NC)[C@@H](N)C(=O)O)C,201.513,-1.432265341,1.964245182,Computational
7331,c1(cc(ccc1)[C@H](C)[C@H](N)C(=O)O)NC,201.513,-1.357659061,1.774932896,Computational
7333,c1(ccc(cc1)[C@@H](C)[C@@H](N)C(=O)O)NC,201.513,-1.349037021,2.620779645,Computational
7349,c1(c(cccc1)C)C[C@H](N)[C@H](N)C(=O)O,200.64,-1.43933659,2.270230745,Computational
7351,c1(c(cccc1)N)C[C@@H](C)[C@H](N)C(=O)O,200.64,-1.206269274,1.785961554,Computational
7369,c1(c(cccc1)[C@@H](N)[C@H](N)C(=O)O)CC,200.64,-1.29326441,2.215716376,Computational
7393,c1(c(cccc1)[C@H](C)[C@H](N)C(=O)O)CN,200.64,-2.049171303,2.510316305,Computational
7411,c1(c(cccc1)[C@@H](CN)[C@@H](N)C(=O)O)C,200.64,-1.915287859,2.578472024,Computational
7417,c1(c(cccc1)[C@H](CC)[C@H](N)C(=O)O)N,200.64,-1.205724907,1.772176865,Computational
7433,c1(cc(ccc1)C)C[C@@H](N)[C@H](N)C(=O)O,200.64,-1.439478776,2.268404765,Computational
7451,c1(cc(ccc1)N)C[C@H](C)[C@@H](N)C(=O)O,200.64,-1.210950864,1.7892266,Computational
7457,c1(cc(ccc1)[C@@H](N)[C@@H](N)C(=O)O)CC,200.64,-1.292385152,2.21239981,Computational
7459,c1(cc(ccc1)[C@H](C)[C@@H](N)C(=O)O)CN,200.64,-2.062756803,2.510930538,Computational
7477,c1(ccc(cc1)C)C[C@@H](N)[C@H](N)C(=O)O,200.64,-1.439205547,2.268066885,Computational
7481,c1(ccc(cc1)N)C[C@@H](C)[C@@H](N)C(=O)O,200.64,-1.211617899,1.78932593,Computational
7487,c1(ccc(cc1)[C@@H](N)[C@@H](N)C(=O)O)CC,200.64,-1.292270866,2.211434877,Computational
7489,c1(ccc(cc1)[C@H](C)[C@@H](N)C(=O)O)CN,200.64,-2.067970275,2.511308811,Computational
7499,c1(cc(ccc1)[C@H](CN)[C@H](N)C(=O)O)C,200.64,-1.916160401,2.57642683,Computational
7507,c1(ccc(cc1)[C@H](CN)[C@H](N)C(=O)O)C,200.64,-1.914462033,2.575534081,Computational
7517,c1(cc(ccc1)[C@H](CC)[C@H](N)C(=O)O)N,200.64,-1.209851645,1.775262298,Computational
7523,c1(ccc(cc1)[C@@H](CC)[C@H](N)C(=O)O)N,200.64,-1.21014529,1.774251416,Computational
7529,c1(c(cccc1[C@H](N)[C@H](N)C(=O)O)C)C,200.399,-1.222770542,2.260418668,Computational
7537,c1(c(cccc1[C@H](C)[C@H](N)C(=O)O)N)C,200.399,-1.13926087,1.833329349,Computational
7541,c1(c(cccc1[C@H](C)[C@H](N)C(=O)O)C)N,200.399,-1.136412398,1.824799224,Computational
7547,c1(c(cccc1C)C)[C@@H](N)[C@H](N)C(=O)O,200.399,-1.223468495,2.264992906,Computational
7549,c1(c(cccc1N)C)[C@H](C)[C@H](N)C(=O)O,200.399,-1.137491307,1.815498279,Computational
7559,c1(c(ccc(c1)[C@@H](N)[C@H](N)C(=O)O)C)C,200.399,-1.222003175,2.256321721,Computational
7561,c1(c(ccc(c1)[C@@H](C)[C@@H](N)C(=O)O)N)C,200.399,-1.136265138,2.61819124,Computational
7573,c1(c(cc(cc1)[C@H](C)[C@@H](N)C(=O)O)N)C,200.399,-1.139090514,1.830609066,Computational
7577,c1(c(ccc(c1)C)[C@H](N)[C@@H](N)C(=O)O)C,200.399,-1.22269898,2.260773172,Computational
7583,c1(c(ccc(c1)N)[C@H](C)[C@H](N)C(=O)O)C,200.399,-1.144692316,1.81558447,Computational
7589,c1(c(cc(cc1)C)[C@H](N)[C@@H](N)C(=O)O)C,200.399,-1.222859836,2.257204677,Computational
7591,c1(c(cc(cc1)N)[C@@H](C)[C@@H](N)C(=O)O)C,200.399,-1.137556059,2.617855882,Computational
7603,c1(c(ccc(c1)C)[C@H](C)[C@@H](N)C(=O)O)N,200.399,-1.137454978,1.812824109,Computational
7607,c1(c(cc(cc1)C)[C@H](C)[C@@H](N)C(=O)O)N,200.399,-1.138059364,1.809919571,Computational
7621,c1(cc(cc(c1)[C@H](N)[C@@H](N)C(=O)O)C)C,200.399,-1.221963119,2.258507499,Computational
7639,c1(cc(cc(c1)[C@@H](C)[C@H](N)C(=O)O)N)C,200.399,-1.144070046,1.814928634,Computational
7643,c1(c(cccc1)C)CNC[C@H](N)C(=O)O,201.728,-1.492045559,1.985555866,Computational
7649,c1(c(cccc1)NC[C@H](N)C(=O)O)CC,201.728,-0.964021108,1.704635692,Computational
7669,c1(c(cccc1)NC)CC[C@@H](N)C(=O)O,201.728,-1.271191777,1.783726984,Computational
7673,c1(c(cccc1)C[C@@H](N)C(=O)O)CNC,201.728,-2.088464528,2.512159486,Computational
7681,c1(c(cccc1)NCC[C@H](N)C(=O)O)C,201.728,-1.351488603,2.631178424,Computational
7687,c1(cc(ccc1)C)CNC[C@H](N)C(=O)O,201.728,-1.488196812,1.9797456,Computational
7691,c1(cc(ccc1)NC[C@H](N)C(=O)O)CC,201.728,-0.964533595,1.728196745,Computational
7699,c1(cc(ccc1)NC)CC[C@H](N)C(=O)O,201.728,-1.279981021,1.785179489,Computational
7703,c1(cc(ccc1)C[C@@H](N)C(=O)O)CNC,201.728,-2.093696943,2.512124974,Computational
7717,c1(ccc(cc1)C)CNC[C@@H](N)C(=O)O,201.728,-1.49027379,1.738649736,Computational
7723,c1(ccc(cc1)NC[C@H](N)C(=O)O)CC,201.728,-0.965211605,1.994955782,Computational
7727,c1(ccc(cc1)NC)CC[C@H](N)C(=O)O,201.728,-1.270222517,2.395165932,Computational
7741,c1(ccc(cc1)C[C@H](N)C(=O)O)CNC,201.728,-2.097627861,2.272338286,Computational
7753,c1(cc(ccc1)NCC[C@@H](N)C(=O)O)C,201.728,-1.351977753,2.633498503,Computational
7757,c1(ccc(cc1)NCC[C@H](N)C(=O)O)C,201.728,-1.354841993,2.384593435,Computational
7759,c1(c(cccc1NC[C@@H](N)C(=O)O)C)C,201.487,-0.894529194,2.140527301,Computational
7789,c1(c(cccc1C[C@@H](N)C(=O)O)NC)C,201.487,-1.200361647,2.659506913,Computational
7793,c1(c(cccc1C)C)NC[C@H](N)C(=O)O,201.487,-0.894414101,2.073402097,Computational
7817,c1(c(cccc1C[C@@H](N)C(=O)O)C)NC,201.487,-1.199288766,2.630615131,Computational
7823,c1(c(cccc1NC)C)C[C@@H](N)C(=O)O,201.487,-1.201892719,1.817488817,Computational
7829,c1(c(ccc(c1)NC[C@H](N)C(=O)O)C)C,201.487,-0.895300862,2.262690062,Computational
7841,c1(c(ccc(c1)C)NC[C@H](N)C(=O)O)C,201.487,-0.894973004,2.23325188,Computational
7853,c1(c(ccc(c1)C[C@@H](N)C(=O)O)NC)C,201.487,-1.200343725,2.658346765,Computational
7867,c1(c(cc(cc1)C)NC[C@H](N)C(=O)O)C,201.487,-0.894537444,2.132033122,Computational
7873,c1(c(cc(cc1)C[C@H](N)C(=O)O)NC)C,201.487,-1.200312662,2.656280809,Computational
7877,c1(c(ccc(c1)NC)C[C@@H](N)C(=O)O)C,201.487,-1.200981227,2.661432047,Computational
7879,c1(c(cc(cc1)NC)C[C@@H](N)C(=O)O)C,201.487,-1.203189569,2.65199093,Computational
7883,c1(c(ccc(c1)C)C[C@H](N)C(=O)O)NC,201.487,-1.201862316,1.81512186,Computational
7901,c1(c(cc(cc1)C)C[C@@H](N)C(=O)O)NC,201.487,-1.19991232,2.638444337,Computational
7907,c1(cc(cc(c1)NC[C@@H](N)C(=O)O)C)C,201.487,-0.895811559,1.787991767,Computational
7919,c1(cc(cc(c1)C[C@H](N)C(=O)O)NC)C,201.487,-1.200923579,2.659158072,Computational
7927,c1(c(cccc1N)C)CC[C@@H](N)C(=O)O,200.614,-1.058836602,1.82497857,Computational
7933,c1(c(cccc1C[C@H](N)C(=O)O)C)CN,200.614,-1.897833326,2.550602396,Computational
7937,c1(c(cccc1C[C@@H](N)C(=O)O)N)CC,200.614,-1.059219415,1.824319493,Computational
7949,c1(c(cccc1N)CC[C@@H](N)C(=O)O)C,200.614,-1.056743843,2.635660061,Computational
7951,c1(c(cccc1C[C@H](N)C(=O)O)CN)C,200.614,-1.911265598,2.552774538,Computational
7963,c1(c(cccc1C)CC[C@@H](N)C(=O)O)N,200.614,-1.057164607,1.836818285,Computational
7993,c1(c(cccc1C[C@@H](N)C(=O)O)CC)N,200.614,-1.056768512,1.81537408,Computational
8009,c1(c(cccc1C)CN)C[C@@H](N)C(=O)O,200.614,-1.906791262,2.549307401,Computational
8011,c1(c(cccc1N)CC)C[C@@H](N)C(=O)O,200.614,-1.057853308,1.807056726,Computational
8017,c1(c(ccc(c1)N)C)CC[C@@H](N)C(=O)O,200.614,-1.058265081,2.632997884,Computational
8039,c1(c(ccc(c1)C[C@@H](N)C(=O)O)C)CN,200.614,-1.911832215,2.55020663,Computational
8053,c1(c(cc(cc1)N)C)CC[C@@H](N)C(=O)O,200.614,-1.067435531,1.827039197,Computational
8059,c1(c(cc(cc1)C[C@@H](N)C(=O)O)C)CN,200.614,-1.91415827,2.551534349,Computational
8069,c1(c(ccc(c1)C)N)CC[C@@H](N)C(=O)O,200.614,-1.059707543,1.819057807,Computational
8081,c1(c(ccc(c1)C[C@H](N)C(=O)O)N)CC,200.614,-1.059185374,1.821712908,Computational
8087,c1(c(cc(cc1)C)N)CC[C@H](N)C(=O)O,200.614,-1.05878978,1.823044522,Computational
8089,c1(c(cc(cc1)C[C@H](N)C(=O)O)N)CC,200.614,-1.059092403,1.821784205,Computational
8093,c1(c(ccc(c1)C)C[C@H](N)C(=O)O)CN,200.614,-1.907246049,2.546726555,Computational
8101,c1(c(ccc(c1)N)C[C@@H](N)C(=O)O)CC,200.614,-1.06441485,1.806790082,Computational
8111,c1(c(cc(cc1)C)C[C@H](N)C(=O)O)CN,200.614,-1.904641013,2.547169694,Computational
8117,c1(c(cc(cc1)N)C[C@@H](N)C(=O)O)CC,200.614,-1.066695005,1.803150652,Computational
8123,c1(c(ccc(c1)CC[C@H](N)C(=O)O)N)C,200.614,-1.05679715,2.634747959,Computational
8147,c1(c(cc(cc1)CC[C@H](N)C(=O)O)N)C,200.614,-1.060144133,1.842097414,Computational
8161,c1(c(ccc(c1)CN)C[C@H](N)C(=O)O)C,200.614,-1.923523027,2.550220488,Computational
8167,c1(c(cc(cc1)CN)C[C@@H](N)C(=O)O)C,200.614,-1.918330208,2.549374527,Computational
8171,c1(c(ccc(c1)CC)C[C@H](N)C(=O)O)N,200.614,-1.05782192,1.804574714,Computational
8179,c1(c(cc(cc1)CC)C[C@H](N)C(=O)O)N,200.614,-1.058336716,1.801577258,Computational
8191,c1(cc(cc(c1)N)C)CC[C@H](N)C(=O)O,200.614,-1.066260051,1.825399569,Computational
8209,c1(cc(cc(c1)C[C@H](N)C(=O)O)C)CN,200.614,-1.917227634,2.548219985,Computational
8219,c1(cc(cc(c1)C[C@H](N)C(=O)O)N)CC,200.614,-1.064021278,1.806450565,Computational
8221,c1(c(cccc1)C)[C@@H](N)C[C@@H](N)C(=O)O,200.64,-1.766463932,2.562252764,Computational
8231,c1(c(cccc1)N)[C@@H](C)C[C@@H](N)C(=O)O,200.64,-1.284165048,1.777248304,Computational
8233,c1(cc(ccc1)C)[C@H](N)C[C@H](N)C(=O)O,200.64,-1.763833998,2.558995102,Computational
8237,c1(cc(ccc1)N)[C@H](C)C[C@@H](N)C(=O)O,200.64,-1.288709706,1.780680015,Computational
8243,c1(ccc(cc1)C)[C@@H](N)C[C@@H](N)C(=O)O,200.64,-1.763977887,2.558479975,Computational
8263,c1(ccc(cc1)N)[C@@H](C)C[C@@H](N)C(=O)O,200.64,-1.289473066,1.780801634,Computational
8269,c1(c(c(ccc1N)C[C@H](N)C(=O)O)C)C,200.374,-0.988058317,2.661019673,Computational
8273,c1(c(c(ccc1C)C[C@@H](N)C(=O)O)N)C,200.374,-0.987345487,2.620074077,Computational
8287,c1(c(c(ccc1C[C@@H](N)C(=O)O)C)N)C,200.374,-0.98755166,2.647611662,Computational
8291,c1(c(c(ccc1C)N)C[C@H](N)C(=O)O)C,200.374,-0.987795693,2.644116948,Computational
8293,c1(c(c(ccc1N)C)C[C@H](N)C(=O)O)C,200.374,-0.988504133,2.655683927,Computational
8297,c1(c(cc(cc1N)C[C@H](N)C(=O)O)C)C,200.374,-0.988034021,2.656628697,Computational
8311,c1(c(cc(cc1C[C@H](N)C(=O)O)N)C)C,200.374,-0.990083308,2.656132921,Computational
8317,c1(c(cc(cc1C[C@H](N)C(=O)O)C)N)C,200.374,-0.988034987,2.656653512,Computational
8329,c1(c(c(ccc1C)C)C[C@H](N)C(=O)O)N,200.374,-0.987344762,2.618388548,Computational
8353,c1(c(cc(cc1C)C[C@@H](N)C(=O)O)C)N,200.374,-0.987545651,2.648015527,Computational
